year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2009,48,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5,148.4131591
2008,36,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.477135731,87.98230643
2009,31,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.62324929,101.8243521
2006,54,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.716003344,111.7208494
2007,29,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.672097858,106.9218141
2003,46,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.838849091,126.3238807
2003,35,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.698970004,109.8339856
2009,50,Married,White,Below HS Grad,Middle Atlantic,Information,Good,Yes,4.531478917,92.89584479
2005,25,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4,54.59815003
2005,33,Never Married,White,Some College,Middle Atlantic,Information,Good,No,4.568201724,96.37065283
2008,34,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.740362689,114.4757133
2006,51,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.544068044,94.07271475
2004,33,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.556302501,95.23071257
2007,59,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.934498451,139.0034081
2006,62,Separated,Black,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.397940009,81.28325328
2005,28,Separated,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.544068044,94.07271475
2008,40,Married,White,Some College,Middle Atlantic,Information,Good,Yes,4.477121255,87.98103279
2003,52,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,4.929418926,138.2991269
2007,29,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.494154594,89.49247952
2007,34,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.531478917,92.89584479
2004,25,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4,54.59815003
2005,66,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.544068044,94.07271475
2005,43,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.230448921,68.74808773
2007,45,Married,Black,HS Grad,Middle Atlantic,Information,Very Good,No,4.531478917,92.89584479
2006,35,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.740362689,114.4757133
2005,43,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.698970004,109.8339856
2007,49,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.698970004,109.8339856
2004,60,Never Married,Black,Below HS Grad,Middle Atlantic,Information,Good,Yes,4.344392274,77.04520085
2003,46,Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.544068044,94.07271475
2009,55,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.62324929,101.8243521
2006,32,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.77815125,118.8843593
2007,53,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.892094603,133.2323508
2009,57,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,5.056904851,157.1035043
2007,51,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Yes,5.641005851,281.7459706
2004,59,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.204119983,182.020621
2006,45,Married,White,Some College,Middle Atlantic,Information,Good,Yes,4.779957051,119.0992348
2006,56,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.272305844,71.68674367
2005,30,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.447158031,85.38394038
2006,21,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.278753601,72.15045568
2003,60,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.929418926,138.2991269
2007,60,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.62324929,101.8243521
2007,48,Divorced,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.698970004,109.8339856
2003,39,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,No,4.477121255,87.98103279
2009,32,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.748188027,115.3750386
2007,51,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.255272505,191.5736835
2006,47,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,No,4.462397998,86.69515483
2007,44,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.3287872,75.8522372
2008,46,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,5.113943352,166.3249412
2004,28,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.041392685,56.90553914
2003,24,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,No,4.602059991,99.6894637
2006,37,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.531478917,92.89584479
2006,31,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.602059991,99.6894637
2004,72,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.531478917,92.89584479
2008,50,Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.62324929,101.8243521
2007,36,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.977723605,145.1436012
2006,27,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.342422681,76.89360252
2009,27,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.505149978,90.48191336
2004,41,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,No,4.84509804,127.1157438
2008,20,Never Married,White,Some College,Middle Atlantic,Information,Very Good,No,4.414973348,82.6796373
2008,49,Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.602059991,99.6894637
2007,25,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.161368002,64.15923257
2006,41,Married,Asian,Below HS Grad,Middle Atlantic,Industrial,Good,Yes,4.494154594,89.49247952
2009,53,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.477121255,87.98103279
2009,45,Married,White,College Grad,Middle Atlantic,Industrial,Good,No,4.84509804,127.1157438
2003,32,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,No,4.204119983,66.96164432
2005,47,Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,5,148.4131591
2003,26,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.812913357,123.0896998
2009,31,Married,Black,Some College,Middle Atlantic,Information,Very Good,Yes,4.892094603,133.2323508
2007,32,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.77815125,118.8843593
2006,50,Divorced,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.788875116,120.1661196
2007,46,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.748188027,115.3750386
2006,47,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.72427587,112.6488963
2005,55,Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.77815125,118.8843593
2005,49,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5,148.4131591
2004,25,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.113943352,61.18752643
2008,60,Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.561101384,95.68881191
2008,62,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.491361694,89.24288466
2003,63,Separated,Black,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.851258349,127.901233
2004,31,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.857332496,128.6804882
2006,29,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.698970004,109.8339856
2008,51,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.740362689,114.4757133
2007,28,Married,Asian,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.33243846,76.12969964
2005,36,Never Married,White,Some College,Middle Atlantic,Information,Good,Yes,4.812913357,123.0896998
2007,28,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.602059991,99.6894637
2004,38,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.633468456,102.8702469
2008,35,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.568201724,96.37065283
2005,46,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.763427994,117.1468169
2007,37,Married,White,Some College,Middle Atlantic,Information,Very Good,No,4.505149978,90.48191336
2005,41,Divorced,Black,Some College,Middle Atlantic,Information,Very Good,Yes,4.653212514,104.9215065
2006,59,Married,Black,Some College,Middle Atlantic,Industrial,Good,No,4.301029996,73.77574327
2006,51,Married,White,Some College,Middle Atlantic,Industrial,Good,No,4.681241237,107.9039239
2006,26,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.602059991,99.6894637
2003,34,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.096910013,60.15412466
2004,32,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.812913357,123.0896998
2007,23,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.397940009,81.28325328
2004,50,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.963787827,143.1349408
2009,25,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.235528447,69.09818381
2004,43,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.369215857,78.98167452
2009,36,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.857332496,128.6804882
2006,50,Married,White,HS Grad,Middle Atlantic,Information,Good,No,4,54.59815003
2006,34,Separated,Black,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.903089987,134.7053751
2005,34,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.653212514,104.9215065
2005,55,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.626186335,277.6014175
2003,39,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,No,4.35945602,78.21457569
2004,40,Married,White,Below HS Grad,Middle Atlantic,Industrial,Good,Yes,4.414973348,82.6796373
2005,32,Married,White,Some College,Middle Atlantic,Information,Good,Yes,4.763427994,117.1468169
2006,63,Married,White,HS Grad,Middle Atlantic,Information,Good,Yes,4.77815125,118.8843593
2004,38,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.698970004,109.8339856
2008,67,Married,Asian,HS Grad,Middle Atlantic,Industrial,Good,No,4.079181246,59.09706408
2005,39,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.755874856,116.2653241
2003,31,Married,Asian,HS Grad,Middle Atlantic,Industrial,Good,No,4.113943352,61.18752643
2006,41,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.740362689,114.4757133
2003,47,Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.361727836,78.3924668
2009,61,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.806179974,122.2636739
2005,61,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Yes,5,148.4131591
2008,21,Married,Other,HS Grad,Middle Atlantic,Industrial,Very Good,No,4,54.59815003
2004,22,Never Married,White,College Grad,Middle Atlantic,Industrial,Good,No,4.190331698,66.04469423
2003,53,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.843855423,126.9578857
2004,47,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,No,4.397940009,81.28325328
2005,36,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.851258349,127.901233
2007,36,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.477121255,87.98103279
2005,42,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.812913357,123.0896998
2004,54,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,No,4.653212514,104.9215065
2004,27,Married,White,Some College,Middle Atlantic,Industrial,Good,Yes,4.477121255,87.98103279
2004,36,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.880813592,131.7378012
2006,35,Never Married,White,HS Grad,Middle Atlantic,Information,Good,No,4.301029996,73.77574327
2003,60,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.653212514,104.9215065
2005,42,Separated,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.517459827,91.60261566
2008,41,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.812913357,123.0896998
2004,35,Never Married,Black,Some College,Middle Atlantic,Industrial,Good,Yes,4.880167384,131.6526987
2006,34,Never Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.735189959,309.5717713
2007,22,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.257894469,70.66104767
2007,47,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.440909082,84.85204409
2004,59,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.633468456,102.8702469
2007,29,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.643452676,103.9024706
2006,32,Never Married,White,Below HS Grad,Middle Atlantic,Information,Very Good,Yes,4.544068044,94.07271475
2003,49,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,4.857332496,128.6804882
2009,30,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.666517981,106.3268649
2003,33,Never Married,Asian,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.597695186,99.25528683
2007,51,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.892094603,133.2323508
2003,37,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.361727836,78.3924668
2003,46,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Yes,4.875061263,130.9821774
2007,63,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.698970004,109.8339856
2005,41,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.568201724,96.37065283
2005,40,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Yes,4.698970004,109.8339856
2007,46,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.641005851,281.7459706
2005,45,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.544068044,94.07271475
2008,48,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Yes,5.301029996,200.5432623
2007,28,Married,White,Some College,Middle Atlantic,Information,Very Good,No,4.477121255,87.98103279
2009,65,Divorced,Black,HS Grad,Middle Atlantic,Industrial,Good,No,4.477121255,87.98103279
2005,50,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.579783597,97.49329405
2008,53,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.681241237,107.9039239
2007,48,Married,Asian,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.561101384,95.68881191
2003,30,Married,White,Some College,Middle Atlantic,Information,Very Good,No,4.698970004,109.8339856
2006,37,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.470351679,87.38744997
2004,51,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.486742096,88.83156917
2008,55,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,5.113943352,166.3249412
2004,35,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Yes,4.550668541,94.69569513
2006,33,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.806179974,122.2636739
2008,41,Divorced,White,College Grad,Middle Atlantic,Information,Good,Yes,4.886490725,132.4878211
2003,34,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.568201724,96.37065283
2006,33,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,No,4.491361694,89.24288466
2008,49,Never Married,White,Below HS Grad,Middle Atlantic,Industrial,Very Good,Yes,4.397940009,81.28325328
2006,62,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Yes,4.301029996,73.77574327
2004,31,Never Married,Black,Below HS Grad,Middle Atlantic,Information,Good,Yes,4.698970004,109.8339856
2007,43,Divorced,White,Below HS Grad,Middle Atlantic,Information,Very Good,No,4.606166315,100.0996625
2008,43,Married,Black,College Grad,Middle Atlantic,Information,Very Good,Yes,4.899820502,134.2656772
2004,43,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Yes,4.51851394,91.69922611
2009,48,Married,White,College Grad,Middle Atlantic,Information,Good,No,4.696356389,109.5472966
2003,48,Married,White,HS Grad,Middle Atlantic,Information,Very Good,No,4.255272505,70.47601965
2007,50,Married,White,College Grad,Middle Atlantic,Information,Very Good,Yes,4.971234088,144.2047389
